original,disfluent,annotation
 germany doesnt have an imperialistic future until when,germany had a no scratch that didnt have an imperialistic future until when,F E E E E E E E E E E E E
in what century was south africa established as a country,when was no what century was south africa established as a country,E E E E E E E E E E E E
in what two age groups is the strength of the immune system reduced,in what two age groups is the strength of the thymus hmm no uh immune system reduced,F F F F F F F F F F E E E E F F F
what was shrewsburys conclusion,what was twiggs conclusion no rather shrewsburys conclusion,F F E E E E F F
excessive bureaucratic red tape is one of the reasons for what type of ownership,excessive bureaucratic red tape is one of the reasons for excessive control no no i mean for what type of ownership,F F F F F F F F F F E E E E E E E F F F F
previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what ,previous to isotopic dating sections of materials or uh rocks had to be dated using fossils and stratigraphic correlation relative to what,F F F F F F E E E F F F F F F F F F F F F F
if q9 and a12457 or 8 how many primes would be in a progression,if q9 and a12457 or 8 how many primes would be in a wrap i mean progression,F F F F F F F F F F F F F E E E F
what percentage of filipino primary school students are in private schools,what have or what percentage of filipino primary school students are in private schools,F E E E F F F F F F F F F F
where did halford mackinder work,where did friedrich ratzel no halford mackinder work,F F E E E F F F
what does pumping in regular seawater do to  its bulk,what does pumping in regular brackish uh instead seawater do to its bulk,F F F F F E E E F F F F F
what is pedanius dioscorides not known for,what is diocles of carystus sorry the pedanius dioscorides and what is it not known for,F F E E E E E F F E E E E F F F
newton was instrumental in describing the characteristics of falling what,galileo wait newton was instrumental in describing the characteristics of falling what,E E F F F F F F F F F F
what was a major failure especially in the building of warsaw,why has or uh what was a major failure especially in the building of warsaw,E E E E F F F F F F F F F F F
in what century was quantum mechanics made ,in which or no make that what century was quantum mechanics made,F E E E E E F F F F F F
what is the conventional method to measure the rhine ,what is the conventional method to measure lake constance or no make that the rhine,F F F F F F F E E E E E E F F
when was dali conquered by the yuan,when was khan no uh make that dali conquered by the yuan,F F E E E E E F F F F F
what is one function that prime numbers have that 15 does not,which is or no make that what is one function that prime numbers have that 15 does not,E E E E E E F F F F F F F F F F F F
who didnt dinwiddie order to address french in virginia territory,who didnt george er uh dinwiddie order to address french in virginia territory,F F E E E F F F F F F F F
what arose in the latest vertebrates,which no make that what arose in the latest vertebrates,E E E E F F F F F F
when did the origins of magnetic and electric fields occur,how umm rather when did the origins of magnetic and electric fields occur,E E E F F F F F F F F F F
