original,disfluent,annotation
since what year did the university offer a doctorate in cinema  media studies,since what year did the program or rather university offer a doctorate in cinema  media studies,O O O O O BR IR IR O O O O O O O O
in addition to endowments and tuition how do boarding schools cover their operating costs,in addition to endowments and tuition how do private schools or rather boarding schools cover their operating costs,O O O O O O O O BR IR IR IR O O O O O O
 who was shi tianzes uncle,who was shi bingzhis uncle ah darn i meant shi tianzes,O O O BR IR IR IR IR IR IR O
what is an example of a peerreviewed resource,what must  no what is an example of a peerreviewed resource,O BR IR IR O O O O O O O
how many intercollegiate sports does harvard compete in ncaa division i,how many intercollegiate sports does oxford or rather harvard compete in ncaa division i,O O O O O BR IR IR O O O O O O
in the fall quarter of 2014 how many students signed up for the universitys professional schools,in the fall quarter of 2015 or rather of 2014 how many students signed up for the universitys professional schools,O O O O O BR IR IR IR O O O O O O O O O O O
what kind of cell is not an innate leukocyte,what kind of microorganism no no wait what kind of cell is not an innate leukocyte,O O O BR IR IR IR IR IR IR O O O O O O
theories on imperialism dont use which country as a model,theories on idealism dont use which country as a model no imperialism,O O BR IR IR IR IR IR IR IR IR O
who came up with the theory of relativity,when was or actually tell me who came up with the theory of relativity,BR IR IR IR IR IR O O O O O O O O
what is the strongest main interaction,what is the standard model no the strongest main interaction,O O O BR IR IR IR O O O
who rejected an index of health and social problems,what i mean who rejected an index of health and social problems,BR IR IR O O O O O O O O O
which organizations delegates has a disagreement with the spm,which organizations delegates has an agreement with the spm no a disagreement with the spm,O O O O BR IR IR IR IR IR O O O O O
what did the velvet revolution hope to accomplish in india,how did the no make that what did the velvet revolution hope to accomplish in india,BR IR IR IR IR IR O O O O O O O O O O
what increases rapidly as per capita income increases,what did higher material living wait i mean what increases rapidly as per capita income increases,O BR IR IR IR IR IR IR IR O O O O O O O
who runs the unep council,who runs the wmo or no make that the unep council,O O O BR IR IR IR IR IR O O
what is the potential earnings for a job where there are few skilled workers but many available positions,what has the tendency is the potential earnings for a job where there are few skilled workers but many available positions,O BR IR IR O O O O O O O O O O O O O O O O O
what is the name of an integer in which addition subtraction and multiplication are defined,which is the no make that what is the name of an integer in which addition subtraction and multiplication are defined,BR IR IR IR IR IR O O O O O O O O O O O O O O O
how many rooms does the katyn historical museum have,how many museums oops rooms does the katyn historical museum have,O O BR IR O O O O O O O
 what was tughs japanesestyle name,how well or rather what was tughs japanesestyle name,BR IR IR IR O O O O O
what enzyme is not an antibacterial,what enzyme is a sorry i meant not an antibacterial,O O O BR IR IR IR O O O
what is the virus in humans that causes cervical cancer,what is the process excuse me the virus in humans that causes cervical cancer,O O O BR IR IR IR O O O O O O O
the strong force is due to the exchange of what,how many er the strong force is due to the exchange of what,BR IR IR O O O O O O O O O O
which country today is a remnant of the ottoman empire,what place which country today is a remnant of the ottoman empire,BR IR O O O O O O O O O O
 germany doesnt have an imperialistic future until when,germany had a no scratch that didnt have an imperialistic future until when,O BR IR IR IR IR IR IR IR IR IR IR IR
in what century was south africa established as a country,when was no what century was south africa established as a country,BR IR IR IR IR IR IR IR IR IR IR IR
in what two age groups is the strength of the immune system reduced,in what two age groups is the strength of the thymus hmm no uh immune system reduced,O O O O O O O O O O BR IR IR IR O O O
what was shrewsburys conclusion,what was twiggs conclusion no rather shrewsburys conclusion,O O BR IR IR IR O O
excessive bureaucratic red tape is one of the reasons for what type of ownership,excessive bureaucratic red tape is one of the reasons for excessive control no no i mean for what type of ownership,O O O O O O O O O O BR IR IR IR IR IR IR O O O O
previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what ,previous to isotopic dating sections of materials or uh rocks had to be dated using fossils and stratigraphic correlation relative to what,O O O O O O BR IR IR O O O O O O O O O O O O O
if q9 and a12457 or 8 how many primes would be in a progression,if q9 and a12457 or 8 how many primes would be in a wrap i mean progression,O O O O O O O O O O O O O BR IR IR O
what percentage of filipino primary school students are in private schools,what have or what percentage of filipino primary school students are in private schools,O BR IR IR O O O O O O O O O O
where did halford mackinder work,where did friedrich ratzel no halford mackinder work,O O BR IR IR O O O
what does pumping in regular seawater do to  its bulk,what does pumping in regular brackish uh instead seawater do to its bulk,O O O O O BR IR IR O O O O O
what is pedanius dioscorides not known for,what is diocles of carystus sorry the pedanius dioscorides and what is it not known for,O O BR IR IR IR IR O O BR IR IR IR O O O
newton was instrumental in describing the characteristics of falling what,galileo wait newton was instrumental in describing the characteristics of falling what,BR IR O O O O O O O O O O
